CHROM	GeneStart	GeneEnd	TargetID	GeneName	Pvalue
1	11114640	11120081	ENSG00000116649	SRM	0.720597922241555
1	11126674	11159938	ENSG00000171824	EXOSC10	0.431537242574563
1	11166591	11322608	ENSG00000198793	MTOR	0.704391364702157
1	11333262	11356106	ENSG00000120942	UBIAD1	0.920651545511042
1	11539222	11597641	ENSG00000204624	PTCHD2	0.812842301473081
1	11708423	11715842	ENSG00000116661	FBXO2	0.844944174580594
1	11714431	11723384	ENSG00000132879	FBXO44	0.96742081741739
1	11724180	11734411	ENSG00000116663	FBXO6	0.722793861628824
1	11734537	11751707	ENSG00000116670	MAD2L2	0.877645201712339
1	11751785	11785914	ENSG00000162490	C1orf187	0.680726426749783
1	11796140	11814859	ENSG00000177674	AGTRAP	0.235697734863482
1	11845779	11866977	ENSG00000177000	MTHFR	0.72414499826131
1	11866206	11903201	ENSG00000011021	CLCN6	0.224017960559153
1	11979647	11986485	ENSG00000116685	KIAA2013	0.814782575642557
1	11994261	12035599	ENSG00000083444	PLOD1	0.982864967162644
1	12040237	12073571	ENSG00000116688	MFN2	0.866532905316477
1	12079522	12092102	ENSG00000116691	MIIP	0.903291101806125
1	12227059	12269285	ENSG00000028137	TNFRSF1B	0.840915378187375
1	12290123	12572099	ENSG00000048707	VPS13D	0.889743621137334
1	12627938	12677737	ENSG00000162496	DHRS3	0.72304685920392
1	13909959	13944452	ENSG00000162493	PDPN	0.820000038525913
1	14026692	14151560	ENSG00000116731	PRDM2	0.995909791728457
1	14925199	15444539	ENSG00000189337	KAZN	0.981131189123829
1	15479027	15546974	ENSG00000171729	TMEM51	0.800168781048726
1	15573767	15726858	ENSG00000142621	FHAD1	0.964464146575444
1	15736390	15756839	ENSG00000142634	EFHD2	0.768065994128753
1	15792403	15817895	ENSG00000215704	CELA2B	0.814390076299759
1	15817326	15853029	ENSG00000132906	CASP9	0.919543202058906
1	15853307	15918874	ENSG00000116138	DNAJC16	0.754560752742209
1	15898847	15911605	ENSG00000116771	AGMAT	0.443781798020391
1	15943994	15995539	ENSG00000197312	DDI2	0.357564830975601
1	16010826	16061264	ENSG00000116786	PLEKHM2	0.382459610031652
1	16049213	16063391	ENSG00000237938	RP11-288I21.1	0.312888495190465
1	16062899	16067891	ENSG00000162461	SLC25A34	0.778496970042749
1	16083101	16113089	ENSG00000162458	FBLIM1	0.917489801986055
1	16133678	16134194	ENSG00000233954	RP11-169K16.7	0.979080843707805
1	16160559	16174642	ENSG00000179743	RP11-169K16.9	0.857571295504702
1	16174358	16266955	ENSG00000065526	SPEN	0.924025762475838
1	16268363	16302627	ENSG00000116809	ZBTB17	0.868494798690421
1	16330730	16335302	ENSG00000183888	C1orf64	0.904346697985619
1	16340522	16346089	ENSG00000173641	HSPB7	0.887018443890218
1	16384263	16400127	ENSG00000185519	FAM131C	0.845702167185172
1	16450831	16482582	ENSG00000142627	EPHA2	0.830160383690858
1	16524348	16539140	ENSG00000142632	ARHGEF19	0.832003560068997
1	16555169	16563495	ENSG00000132881	RSG1	0.677603217095802
1	16573333	16678949	ENSG00000037637	FBXO42	0.591824445284208
1	16679069	16724640	ENSG00000055070	C1orf144	0.680353377625269
1	16767166	16786573	ENSG00000157191	NECAP2	0.574098464751987
1	16787442	16794976	ENSG00000226029	RP4-798A10.2	0.876825608825911
1	16793930	16819196	ENSG00000080947	CROCCP3	0.534977949205685
1	16888817	16940083	ENSG00000219481	NBPF1	0.813469668810351
1	16944750	16971178	ENSG00000215908	CROCCP2	0.724936626184052
1	16972068	16976914	ENSG00000186301	MST1P2	0.173526973611372
1	17222231	17299459	ENSG00000058453	CROCC	0.686300230264874
1	17312452	17338423	ENSG00000159363	ATP13A2	0.815655349286946
1	17345216	17380665	ENSG00000117118	SDHB	0.789555694242486
1	17393255	17445948	ENSG00000117115	PADI2	0.933187739679927
1	17733255	17766220	ENSG00000179051	RCC2	0.762384065498669
1	17866329	18024369	ENSG00000074964	ARHGEF10L	0.970698495010868
1	18434239	18704977	ENSG00000117154	IGSF21	0.60914022331655
1	18957499	19075360	ENSG00000009709	PAX7	0.829807549183446
1	19197925	19229275	ENSG00000159423	ALDH4A1	0.688213370775403
1	19230773	19283180	ENSG00000169991	IFFO2	0.594997345676081
1	19400999	19536770	ENSG00000127481	UBR4	0.970880251899609
1	19542157	19578046	ENSG00000127463	KIAA0090	0.331184772067278
1	19578032	19586622	ENSG00000053372	MRTO4	0.848504075246586
1	19592477	19600688	ENSG00000211454	AKR7L	0.958328302857371
1	19609051	19615744	ENSG00000162482	AKR7A3	0.509824448089549
1	19630458	19638640	ENSG00000053371	AKR7A2	0.845281238423577
1	19638819	19655794	ENSG00000040487	PQLC2	0.115319658721452
1	19665266	19812066	ENSG00000077549	CAPZB	0.102752931962862
1	19923476	19956314	ENSG00000173436	MINOS1	0.999246570513312
1	19967047	19984945	ENSG00000158747	NBL1	0.984341505277917
1	20008705	20126438	ENSG00000162542	TMCO4	0.992626370412039
1	20209005	20239438	ENSG00000169914	OTUD3	0.89534805863595
1	20354671	20417683	ENSG00000127472	PLA2G5	0.600290223589767
1	20512577	20522541	ENSG00000162543	UBXN10	0.472573984063968
1	20687071	20757727	ENSG00000236963	RP4-749H3.1	0.933317541110064
1	20808883	20812713	ENSG00000162545	CAMK2N1	0.973670535199053
1	20825942	20834654	ENSG00000090432	MUL1	0.936391270784894
1	20878931	20881512	ENSG00000183114	FAM43B	0.267012770380781
1	20915440	20945401	ENSG00000158825	CDA	0.881072347449642
1	20959947	20978004	ENSG00000158828	PINK1	0.993921993038926
1	20969149	20978686	ENSG00000117242	PINK1-AS	0.948180541171878
1	20978269	20988000	ENSG00000244038	DDOST	0.922041242040195
1	20990506	21044510	ENSG00000117245	KIF17	0.10749084033931
1	21046224	21059330	ENSG00000189410	SH2D5	0.691037672939154
1	21069153	21113816	ENSG00000127483	HP1BP3	0.127238012097209
1	21132971	21503377	ENSG00000075151	EIF4G3	0.98902567015963
1	21543739	21671997	ENSG00000117298	ECE1	0.698394156712902
1	21766620	21811498	ENSG00000142794	NBPF3	0.338547348625817
1	21835857	21904905	ENSG00000162551	ALPL	0.919691138049322
1	21922707	21995856	ENSG00000076864	RAP1GAP	0.98666484827555
1	22004790	22110099	ENSG00000090686	USP48	0.990037693575957
1	22148737	22263790	ENSG00000142798	HSPG2	0.937655185617444
1	22351680	22357716	ENSG00000218510	LINC00339	0.843394636452568
1	22379119	22419437	ENSG00000070831	CDC42	0.949123311947671
1	22778343	22857650	ENSG00000184677	ZBTB40	0.998531572573905
1	22890056	22930087	ENSG00000070886	EPHA8	0.999485016571845
1	22962998	22966175	ENSG00000173372	C1QA	0.998980656948418
1	22970122	22974603	ENSG00000159189	C1QC	0.999034740540585
1	22979254	22988031	ENSG00000173369	C1QB	0.998659475979427
1	23037331	23241818	ENSG00000133216	EPHB2	0.941330421719304
1	23345940	23410182	ENSG00000004487	KDM1A	0.999481933280503
1	23410515	23504301	ENSG00000169641	LUZP1	0.972294083437393
1	23607801	23613245	ENSG00000261326	RP5-1057J7.6	0.932563392932029
1	23630263	23670829	ENSG00000125944	HNRNPR	0.995949575434924
1	23685940	23695935	ENSG00000125945	ZNF436	0.932591206191942
1	23695489	23698332	ENSG00000249087	C1orf213	0.982601278927862
1	23707553	23751233	ENSG00000204219	TCEA3	0.99997982647917
1	23750351	23810750	ENSG00000088280	ASAP3	0.999438401624954
1	23884408	23886285	ENSG00000117318	ID3	0.961928782065086
1	24018268	24022915	ENSG00000142676	RPL11	0.858448309517105
1	24069644	24088549	ENSG00000011007	TCEB3	0.890753845854286
1	24104894	24114722	ENSG00000057757	PITHD1	0.99832861184718
1	24117459	24122029	ENSG00000011009	LYPLA2	0.997676715216873
1	24122088	24127271	ENSG00000117308	GALE	0.852140589444567
1	24128374	24165110	ENSG00000117305	HMGCL	0.748940042005031
1	24171566	24194784	ENSG00000179163	FUCA1	0.998309144380115
1	24285598	24289952	ENSG00000189266	PNRC2	0.9850752040332
1	24291293	24307417	ENSG00000188529	SRSF10	0.808008143650014
1	24480646	24514449	ENSG00000185436	IL28RA	0.899965435192958
1	24683488	24743424	ENSG00000001460	C1orf201	0.970002456699214
1	24742283	24799466	ENSG00000001461	NIPAL3	0.981606995320972
1	24829386	24863506	ENSG00000117602	RCAN3	0.976422752395778
1	24958206	24999758	ENSG00000133226	SRRM1	0.952851577294637
1	25071847	25170815	ENSG00000169504	CLIC4	0.981426088182622
1	25226001	25291612	ENSG00000020633	RUNX3	0.86615206545405
1	25549169	25558993	ENSG00000117614	SYF2	0.988415083644917
1	25568727	25664704	ENSG00000117616	C1orf63	0.947281175903189
1	25598883	25656936	ENSG00000187010	RHD	0.493014304017947
1	25664407	25688852	ENSG00000183726	TMEM50A	0.709308548671195
1	25757387	25826700	ENSG00000204178	TMEM57	0.991752858767478
1	25870070	25895377	ENSG00000157978	LDLRAP1	0.778619796780444
1	25943958	26112698	ENSG00000117643	MAN1C1	0.905263579289437
1	26126666	26144713	ENSG00000162430	SEPN1	0.496750886756311
1	26145130	26159432	ENSG00000117640	FAM54B	0.816795887707304
1	26158413	26185903	ENSG00000127423	C1orf135	0.669505997387627
1	26187700	26197744	ENSG00000182749	PAQR7	0.839446188295425
1	26210671	26233482	ENSG00000117632	STMN1	0.423075053165961
1	26286257	26324648	ENSG00000158006	PAFAH2	0.630278726108561
1	26346374	26362955	ENSG00000158008	EXTL1	0.778858919012518
1	26437663	26452034	ENSG00000175087	PDIK1L	0.678568710368995
1	26485510	26489119	ENSG00000197245	FAM110D	0.641084421221205
1	26503893	26516377	ENSG00000142675	CNKSR1	0.310631957441743
1	26536231	26556331	ENSG00000236155	RP11-231P20.2	0.759131413773067
1	26560690	26605299	ENSG00000130695	CEP85	0.779619415433702
1	26605666	26608007	ENSG00000142669	SH3BGRL3	0.955907575444978
1	26607818	26644854	ENSG00000158062	UBXN11	0.592432143355136
1	26758772	26797785	ENSG00000117682	DHDDS	0.763185894118094
1	26798940	26802463	ENSG00000198830	HMGN2	0.729561766581083
1	26856251	26901521	ENSG00000117676	RPS6KA1	0.811404014608314
1	27022523	27108595	ENSG00000117713	ARID1A	0.648846833711594
1	27113962	27124889	ENSG00000060642	PIGV	0.735396299600202
1	27153200	27183391	ENSG00000204160	ZDHHC18	0.529204045217658
1	27205772	27216788	ENSG00000142751	GPN2	0.45868321658849
1	27216978	27226962	ENSG00000198746	GPATCH3	0.891791082713711
1	27226728	27273353	ENSG00000090273	NUDC	0.718728326574107
1	27320197	27327147	ENSG00000253368	TRNP1	0.905943384978663
1	27425305	27493472	ENSG00000090020	SLC9A1	0.739715681938322
1	27561006	27635110	ENSG00000142784	WDTC1	0.829715337996381
1	27648650	27662891	ENSG00000186501	TMEM222	0.868756177271485
1	27668512	27680421	ENSG00000142765	SYTL1	0.846554052711773
1	27681669	27693383	ENSG00000142733	MAP3K6	0.977837381704051
1	27719147	27722318	ENSG00000181773	GPR3	0.969463758471363
1	27730729	27816669	ENSG00000158195	WASF2	0.919698437957113
1	27860545	27930942	ENSG00000126705	AHDC1	0.905311576350509
1	27938574	27961788	ENSG00000000938	FGR	0.741325647693293
1	27992571	27998729	ENSG00000126709	IFI6	0.938273148330246
1	28052489	28088475	ENSG00000009780	FAM76A	0.953613287075895
1	28099693	28150963	ENSG00000117758	STX12	0.96453152877911
1	28157288	28178187	ENSG00000117751	PPP1R8	0.995212072541848
1	28199054	28213196	ENSG00000130775	C1orf38	0.942932432034445
1	28218034	28241257	ENSG00000117748	RPA2	0.632498125541129
1	28285972	28294607	ENSG00000158156	XKR8	0.974691477180619
1	28296854	28415207	ENSG00000158161	EYA3	0.692619714549066
1	28473676	28520447	ENSG00000169403	PTAFR	0.906785405157587
1	28527067	28559536	ENSG00000126698	DNAJC8	0.981279629370591
1	28562619	28573417	ENSG00000130770	ATPIF1	0.870578293413766
1	28586037	28609002	ENSG00000130766	SESN2	0.884969315668844
1	28655512	28662476	ENSG00000130772	MED18	0.865648316481621
1	28832454	28865708	ENSG00000180198	RCC1	0.989252845822869
1	28832491	28837404	ENSG00000242125	SNHG3	0.820912231536257
1	28879596	28905051	ENSG00000180098	TRNAU1AP	0.982144770187441
1	28905049	28909495	ENSG00000197989	SNHG12	0.947711069715475
1	28915834	28969597	ENSG00000120656	TAF12	0.943637960571262
1	28995243	29045865	ENSG00000162419	GMEB1	0.998841677491608
1	29063132	29096287	ENSG00000198492	YTHDF2	0.88759854244913
1	29138653	29190208	ENSG00000116329	OPRD1	0.827804077008812
1	29213602	29446553	ENSG00000159023	EPB41	0.548744153596174
1	29474254	29508499	ENSG00000116350	SRSF4	0.829138644095058
1	29519384	29557454	ENSG00000116353	MECR	0.951289907144779
1	29563027	29653325	ENSG00000060656	PTPRU	0.997128170969686
1	31205315	31230667	ENSG00000162511	LAPTM5	0.554141063439665
1	31342313	31381608	ENSG00000162512	SDC3	0.725502725756769
1	31404352	31538838	ENSG00000134644	PUM1	0.807395022755381
1	31652591	31712401	ENSG00000084628	NKAIN1	0.566674491641022
1	31732416	31769662	ENSG00000060688	SNRNP40	0.677558682426407
1	31769841	31837783	ENSG00000121766	ZCCHC17	0.822640781582006
1	31838471	31849697	ENSG00000121769	FABP3	0.710598281956568
1	32042115	32053288	ENSG00000142910	TINAGL1	0.816026020140824
1	32095462	32110497	ENSG00000162517	PEF1	0.833177950120526
1	32117847	32169920	ENSG00000084636	COL16A1	0.950190233817461
1	32121709	32125539	ENSG00000235790	RP11-73M7.6	0.759686539363017
1	32192717	32230494	ENSG00000121753	BAI2	0.941904223874283
1	32372021	32410457	ENSG00000184007	PTP4A2	0.522511031450034
1	32479429	32526451	ENSG00000121774	KHDRBS1	0.990211660624649
1	32537631	32568467	ENSG00000121775	TMEM39B	0.977537294830922
1	32573638	32642169	ENSG00000025800	KPNA6	0.802713964753112
1	32645286	32663886	ENSG00000084652	TXLNA	0.985254439987252
1	32665986	32670988	ENSG00000160050	CCDC28B	0.988715340105948
1	32671235	32674288	ENSG00000160051	IQCC	0.959297047258032
1	32674694	32681797	ENSG00000222046	DCDC2B	0.724830637218983
1	32680072	32687972	ENSG00000160055	TMEM234	0.998619069801333
1	32687528	32697205	ENSG00000084623	EIF3I	0.694826477466841
1	32697258	32707221	ENSG00000220785	MTMR9LP	0.995107640740323
1	32757686	32799236	ENSG00000116478	HDAC1	0.921602276675341
1	32799432	32801980	ENSG00000175130	MARCKSL1	0.999467577645642
1	32826870	32829879	ENSG00000225828	RP4-811H24.6	0.962801895408247
1	32830703	32860332	ENSG00000160058	BSDC1	0.912818017356414
1	33005027	33066591	ENSG00000160062	ZBTB8A	0.992947013726317
1	33065772	33116504	ENSG00000176261	ZBTB8OS	0.993883076550886
1	33116742	33146258	ENSG00000162521	RBBP4	0.992041662524115
1	33145506	33169197	ENSG00000162520	SYNC	0.958635300840758
1	33207485	33240571	ENSG00000162522	KIAA1522	0.987739066410138
1	33240839	33283754	ENSG00000134684	YARS	0.983046943613669
1	33282367	33324476	ENSG00000116497	S100PBP	0.992994186655261
1	33327868	33338083	ENSG00000160097	FNDC5	0.96562085249663
1	33351594	33364042	ENSG00000121905	HPCA	0.99747075147862
1	33360194	33367039	ENSG00000121900	TMEM54	0.998041953950456
1	33402045	33430286	ENSG00000116514	RNF19B	0.997039239597572
1	33473584	33546597	ENSG00000004455	AK2	0.74279871642377
1	33546704	33586131	ENSG00000142920	ADC	0.930052658614005
1	33611002	33647671	ENSG00000116525	TRIM62	0.964508431164551
1	33722145	33766320	ENSG00000160094	ZNF362	0.950752931209512
1	33780295	33791644	ENSG00000225313	RP11-415J8.3	0.957231529649543
1	33789223	33896653	ENSG00000134686	PHC2	0.99362168637392
1	33938231	33961995	ENSG00000121903	ZSCAN20	0.997407013275508
1	33979608	34631443	ENSG00000121904	CSMD2	0.92061643310932
1	35178337	35325417	ENSG00000163866	C1orf212	0.981243330141678
1	35258598	35261348	ENSG00000187513	GJA4	0.94942292697404
1	35331036	35395186	ENSG00000116544	DLGAP3	0.991670277310647
1	35439956	35450914	ENSG00000241014	RP11-244H3.1	0.956881177792071
1	35447133	35497569	ENSG00000163867	ZMYM6	0.99007579069265
1	35525386	35581460	ENSG00000197056	ZMYM1	0.957093567259592
1	35641978	35658749	ENSG00000116560	SFPQ	0.970049452404851
1	35734567	35887659	ENSG00000146463	ZMYM4	0.96959671709245
1	35899090	36023551	ENSG00000142687	KIAA0319L	0.994164188371783
1	36023073	36032875	ENSG00000020129	NCDN	0.987824846298426
1	36035413	36043330	ENSG00000239636	RP4-728D4.2	0.692070570516256
1	36038970	36060929	ENSG00000116819	TFAP2E	0.829949860347582
1	36067184	36107445	ENSG00000126067	PSMB2	0.95380153429509
1	36179475	36185073	ENSG00000142686	C1orf216	0.495091979074094
1	36185818	36235568	ENSG00000092853	CLSPN	0.988720983710197
1	36273772	36323491	ENSG00000134698	EIF2C4	0.930222225799703
1	36335408	36395211	ENSG00000092847	EIF2C1	0.948659037789767
1	36396318	36522063	ENSG00000126070	EIF2C3	0.809635954746813
1	36549675	36553876	ENSG00000092850	TEKT2	0.980885416347803
1	36554475	36559533	ENSG00000116863	ADPRHL2	0.905671717400255
1	36602172	36615098	ENSG00000054116	TRAPPC3	0.639111879686535
1	36621179	36646450	ENSG00000116871	MAP7D1	0.406118896345308
1	36690016	36770958	ENSG00000054118	THRAP3	0.412317041099914
1	36771987	36790484	ENSG00000214193	SH3D21	0.434849976123691
1	36787631	36789755	ENSG00000142694	FAM176B	0.416868422000747
1	36789334	36794818	ENSG00000116883	AL591845.1	0.700319799098714
1	36805224	36851497	ENSG00000196182	STK40	0.93033363124925
1	36856838	36863493	ENSG00000181817	LSM10	0.663779638611782
1	36881427	36916086	ENSG00000116885	OSCP1	0.376189466041607
1	36921318	36930038	ENSG00000116898	MRPS15	0.961277504627604
1	36931643	36948879	ENSG00000119535	CSF3R	0.967688847794188
1	37261127	37499730	ENSG00000163873	GRIK3	0.987490292173535
1	37958175	37980375	ENSG00000163875	MEAF6	0.424715261257075
1	38002141	38019905	ENSG00000163877	SNIP1	0.833223149396522
1	38022519	38032458	ENSG00000163879	DNALI1	0.280185870470564
1	38032416	38061540	ENSG00000134697	GNL2	0.274995953101759
1	38147241	38157914	ENSG00000116922	C1orf109	0.806531221766293
1	38158089	38175391	ENSG00000134690	CDCA8	0.856660059861016
1	38179551	38230805	ENSG00000183317	EPHA10	0.764310870419349
1	38259473	38266809	ENSG00000185090	MANEAL	0.964001121869054
1	38268615	38273857	ENSG00000196449	YRDC	0.974733011317152
1	38272650	38275126	ENSG00000197982	C1orf122	0.234693527271913
1	38279850	38325292	ENSG00000188786	MTF1	0.906150255611541
1	38326368	38412729	ENSG00000204084	INPP5B	0.859529781903443
1	38422646	38456593	ENSG00000183431	SF3A3	0.828335474744959
1	38462441	38471278	ENSG00000183386	FHL3	0.886709627385239
1	38474929	38490496	ENSG00000183520	UTP11L	0.919479731503096
1	38509522	38512450	ENSG00000185668	POU3F1	0.636893336909137
1	38512985	38584697	ENSG00000224592	RP5-884C9.2	0.731202944076255
1	39303869	39325495	ENSG00000116954	RRAGC	0.441877366554137
1	39328635	39347289	ENSG00000214114	MYCBP	0.333994662552168
1	39351478	39407471	ENSG00000158315	RHBDL2	0.356816687428641
