CHROM	GeneStart	GeneEnd	TargetID	GeneName	Pvalue	Pvalue_pi
1	1337287	1342693	ENSG00000242485	MRPL20	0.758128174128329	0.374220264458222
1	1353799	1357149	ENSG00000235098	ANKRD65	9.01042736241031e-05	0.00194444263196036
1	1361507	1363167	ENSG00000205116	TMEM88B	0.946562893903514	0.843904680979297
1	1370240	1378262	ENSG00000179403	VWA1	0.379436676596623	0.0458130663643623
1	1385068	1405538	ENSG00000215915	ATAD3C	0.932000214281386	0.786689281964485
1	1407142	1433228	ENSG00000160072	ATAD3B	0.983627325745851	0.584414702817413
1	1447530	1470067	ENSG00000197785	ATAD3A	0.99999985284362	0.69639590140369
1	1470553	1475833	ENSG00000205090	TMEM240	0.993646242173987	0.945397132143444
1	1477052	1510249	ENSG00000160075	SSU72	0.99977859655981	0.748648478817549
1	1510354	1511373	ENSG00000215014	AL645728.1	0.199673690927593	0.0846677944917607
1	1533391	1535476	ENSG00000228594	C1orf233	0.997660634335559	0.997003030415293
1	1550794	1565990	ENSG00000197530	MIB2	0.973178984755009	0.324150806410235
1	1571099	1588935	ENSG00000248333	CDK11B	0.99999597604107	0.998694260206414
1	1592938	1624167	ENSG00000189339	SLC35E2B	0.847917892917566	0.222020540044055
1	1656053	1663343	ENSG00000227775	RP1-283E3.3	0.973643836154728	0.390362925090794
1	1656276	1677431	ENSG00000215790	SLC35E2	0.977145482228091	0.542365675081003
1	1682670	1711896	ENSG00000008130	NADK	0.999988806396366	0.601915449307616
1	1716724	1822502	ENSG00000078369	GNB1	0.780010823399701	0.789568409664298
1	1846265	1848735	ENSG00000169885	CALML6	0.999144752428839	0.939063045004713
1	1853395	1935276	ENSG00000142609	C1orf222	0.998170036180705	0.560712612728953
1	1944651	1946969	ENSG00000233542	RP11-547D24.1	0.711985836857358	0.0999169230476346
1	1981908	2116834	ENSG00000067606	PRKCZ	0.999512888080203	0.65038498491389
1	2113232	2115828	ENSG00000182873	RP11-181G12.2	0.91144628480258	0.380625226623861
1	2115902	2144159	ENSG00000162585	C1orf86	0.796393433758697	0.874509407501412
1	2160133	2241558	ENSG00000157933	SKI	0.999991486478681	0.999469724832932
1	2252691	2323146	ENSG00000116151	MORN1	0.796335206467098	0.945524630856575
1	2323266	2335190	ENSG00000157916	RER1	0.869054211339945	0.572865385335195
1	2336235	2345236	ENSG00000157911	PEX10	0.216544773545595	0.063092322212541
1	2398897	2436969	ENSG00000149527	PLCH2	0.534116566612177	0.199545081250231
1	2439971	2458039	ENSG00000157881	PANK4	0.974182828473527	0.919520630517062
1	2460183	2461684	ENSG00000197921	HES5	0.999998255368374	0.995578681793913
1	2487077	2497061	ENSG00000157873	TNFRSF14	0.959979891149139	0.0500899961493538
1	2517929	2522908	ENSG00000157870	FAM213B	0.999999979831476	0.91659179362755
1	2976178	2985001	ENSG00000177133	RP1-163G9.1	0.879719508045933	0.769180135401659
1	2985731	3355185	ENSG00000142611	PRDM16	0.999996804948177	0.856750553544116
1	3370989	3397677	ENSG00000130762	ARHGEF16	0.999998769259347	0.807941327112833
1	3406483	3528059	ENSG00000162591	MEGF6	0.993655061502758	0.920813787340503
1	3539753	3541307	ENSG00000238260	RP11-46F15.2	0.814291119718408	0.934572359252084
1	3541565	3546691	ENSG00000158109	TPRG1L	0.996397299686112	0.328285580625775
1	3547330	3569325	ENSG00000116213	WRAP73	0.999394806368445	0.523789632820007
1	3652547	3663900	ENSG00000227372	TP73-AS1	0.998420702577916	0.836181640901057
1	3696783	3713068	ENSG00000130764	LRRC47	0.970371677924622	0.977630049443858
1	3728644	3773778	ENSG00000116198	CEP104	0.999618396506707	0.15971506100269
1	3773844	3801993	ENSG00000169598	DFFB	0.973133037019442	0.735073419361905
1	3805688	3816857	ENSG00000198912	C1orf174	0.943095408073806	0.59848180686818
1	4714791	4843850	ENSG00000196581	AJAP1	0.953928835958735	0.34805194515591
1	6051525	6161253	ENSG00000069424	KCNAB2	0.999870277323407	0.983741950172726
1	6161852	6240183	ENSG00000116254	CHD5	0.999998625537239	0.614163357868209
1	6241328	6269449	ENSG00000116251	RPL22	0.923164245317906	0.458349715828398
1	6265534	6281359	ENSG00000158286	RNF207	0.951212805845946	0.993849837476573
1	6281251	6296032	ENSG00000116237	ICMT	0.992065257432052	0.302050696740226
1	6307405	6321035	ENSG00000158292	GPR153	1	0.93691697390418
1	6324332	6454451	ENSG00000097021	ACOT7	0.851973491042615	0.913428365405857
1	6484847	6521430	ENSG00000187017	ESPN	0.778647399302092	0.968626597015489
1	6521210	6526255	ENSG00000215788	TNFRSF25	0.989257431832542	0.970614850782302
1	6526151	6580121	ENSG00000171680	PLEKHG5	1	0.832514217550175
1	6581406	6614595	ENSG00000162408	NOL9	0.998411108570343	0.957085949410702
1	6640060	6649340	ENSG00000204859	ZBTB48	0.904468506247705	0.572568034287492
1	6650783	6674667	ENSG00000162413	KLHL21	0.911226527362529	0.944301840758204
1	6673744	6684093	ENSG00000116273	PHF13	0.917321436706036	0.347627111708776
1	6684925	6695646	ENSG00000041988	THAP3	0.999710005714936	0.479326728063953
1	6694227	6761984	ENSG00000007923	DNAJC11	0.999999966670347	0.785548891686867
1	6845383	7827916	ENSG00000171735	CAMTA1	0.999119069115695	0.996550224846508
1	7831328	7841492	ENSG00000049245	VAMP3	1	0.335984477590362
1	7844379	7905237	ENSG00000049246	PER3	0.86783855517722	0.579193768039032
1	8014350	8045565	ENSG00000116288	PARK7	1	0.694627136550248
1	8064463	8086368	ENSG00000116285	ERRFI1	0.996559002996152	0.773566044760768
1	8377885	8404227	ENSG00000162426	SLC45A1	0.999972342998488	0.999651411097976
1	8412456	8877702	ENSG00000142599	RERE	0.15811914963694	0.110176018876049
1	8921060	8939308	ENSG00000074800	ENO1	0.996310304953056	0.815924230701011
1	9095165	9148537	ENSG00000142583	SLC2A5	0.805933773365794	0.14189581592818
1	9160363	9189250	ENSG00000180758	GPR157	0.995265210310764	0.832816261152842
1	9228326	9262678	ENSG00000228526	RP3-510D11.1	0.878343873874085	0.387552410078585
1	9294862	9331396	ENSG00000049239	H6PD	0.982864993219606	0.445812958248779
1	9352938	9429591	ENSG00000171621	SPSB1	0.999890300181714	0.775677353063865
1	9599540	9642831	ENSG00000171612	SLC25A33	0.999853224718419	0.879451973927399
1	9648931	9674935	ENSG00000188807	TMEM201	0.999998480460943	0.974813019642549
1	9711789	9789172	ENSG00000171608	PIK3CD	0.000180800879076237	0.493599637848727
1	9789083	9884584	ENSG00000171603	CLSTN1	0.717402726366085	0.618944484259437
1	9908333	9970394	ENSG00000178585	CTNNBIP1	0.754653675222365	0.622473513721593
1	9982170	10003465	ENSG00000162441	LZIC	0.952826776215078	0.760049136894118
1	10003485	10045559	ENSG00000173614	NMNAT1	0.832048271187306	0.567997339644732
1	10057263	10076078	ENSG00000162444	RBP7	0.997745022889182	0.526044788157076
1	10092889	10241297	ENSG00000130939	UBE4B	0.792480416434516	0.83437149547422
1	10270763	10441661	ENSG00000054523	KIF1B	0.992936697045257	0.749456883420971
1	10458648	10480233	ENSG00000142657	PGD	0.999122240431392	0.846214089570479
1	10516578	10532583	ENSG00000160049	DFFA	0.538796014947246	0.354295276309508
1	10532344	10690815	ENSG00000142655	PEX14	0.95630353996981	0.744747503376333
1	10696660	10856707	ENSG00000130940	CASZ1	0.999775138444428	0.523917028117217
1	11072413	11085796	ENSG00000120948	TARDBP	0.923134682474346	0.904105729638215
1	11086579	11107290	ENSG00000009724	MASP2	0.999755944428644	0.202898892392453
1	11114640	11120081	ENSG00000116649	SRM	0.99544256896226	0.962475189567145
1	11126674	11159938	ENSG00000171824	EXOSC10	0.252162054422811	0.2285823275383
1	11166591	11322608	ENSG00000198793	MTOR	0.835215232145993	0.912520795599231
1	11333262	11356106	ENSG00000120942	UBIAD1	0.661171498122519	0.55596708275796
1	11539222	11597641	ENSG00000204624	PTCHD2	1	0.127126240295695
1	11708423	11715842	ENSG00000116661	FBXO2	0.997757787512611	0.525764306438395
1	11714431	11723384	ENSG00000132879	FBXO44	0.99994885620543	0.426206394842524
1	11724180	11734411	ENSG00000116663	FBXO6	0.977732647145729	0.863668862925362
1	11734537	11751707	ENSG00000116670	MAD2L2	0.999561406591913	0.997622518419592
1	11751785	11785914	ENSG00000162490	C1orf187	0.447318225703872	0.59712143905323
1	11796140	11814859	ENSG00000177674	AGTRAP	0.971802571667284	0.865745266156774
1	11845779	11866977	ENSG00000177000	MTHFR	0.999998580070044	0.679901131893667
1	11866206	11903201	ENSG00000011021	CLCN6	0.982008508480644	0.141784775528236
1	11979647	11986485	ENSG00000116685	KIAA2013	0.99944801101741	0.974469379138934
1	11994261	12035599	ENSG00000083444	PLOD1	0.202035887707687	0.801527542867939
1	12040237	12073571	ENSG00000116688	MFN2	0.925322552011674	0.228362885453299
1	12079522	12092102	ENSG00000116691	MIIP	0.999998178853714	0.697552649258735
1	12227059	12269285	ENSG00000028137	TNFRSF1B	0.999887188144536	0.974237156379158
1	12290123	12572099	ENSG00000048707	VPS13D	0.996879812700086	0.97567040334126
1	12627938	12677737	ENSG00000162496	DHRS3	0.986832979061856	0.994007759950496
1	13909959	13944452	ENSG00000162493	PDPN	1	0.781655482443879
1	14026692	14151560	ENSG00000116731	PRDM2	0.99977719414711	1
1	14925199	15444539	ENSG00000189337	KAZN	0.554119915888412	0.502463503371997
1	15479027	15546974	ENSG00000171729	TMEM51	0.876605804181186	0.256369474126664
1	15573767	15726858	ENSG00000142621	FHAD1	0.820175253266914	0.359806401030022
1	15736390	15756839	ENSG00000142634	EFHD2	0.946890629019446	0.784460019287899
1	15792403	15817895	ENSG00000215704	CELA2B	0.893680888305654	1
1	15817326	15853029	ENSG00000132906	CASP9	0.984729745817475	0.715274139157857
1	15853307	15918874	ENSG00000116138	DNAJC16	0.987583891442392	0.752271046807195
1	15898847	15911605	ENSG00000116771	AGMAT	0.897000183103149	0.374973092432414
1	15943994	15995539	ENSG00000197312	DDI2	0.639620866255289	0.340694817926844
1	16010826	16061264	ENSG00000116786	PLEKHM2	0.678706035093813	0.495531460596625
1	16049213	16063391	ENSG00000237938	RP11-288I21.1	0.239768166576172	0.253648509658985
1	16062899	16067891	ENSG00000162461	SLC25A34	0.709882881519855	0.830388472388332
1	16083101	16113089	ENSG00000162458	FBLIM1	0.972089993909026	0.989741052657537
1	16133678	16134194	ENSG00000233954	RP11-169K16.7	0.999962014818098	0.564162399330795
1	16160559	16174642	ENSG00000179743	RP11-169K16.9	0.681488260131644	0.846810228930275
1	16174358	16266955	ENSG00000065526	SPEN	0.999964044381669	0.99998170291841
1	16268363	16302627	ENSG00000116809	ZBTB17	0.999990808978189	0.463708999703789
1	16330730	16335302	ENSG00000183888	C1orf64	0.968899015410113	0.64896423938937
1	16340522	16346089	ENSG00000173641	HSPB7	0.937829101561323	0.770374125790731
1	16384263	16400127	ENSG00000185519	FAM131C	0.999999941873714	0.977135060113485
1	16450831	16482582	ENSG00000142627	EPHA2	0.999844672403093	0.728240608038187
1	16524348	16539140	ENSG00000142632	ARHGEF19	0.99999990577791	0.552192785184696
1	16555169	16563495	ENSG00000132881	RSG1	0.789142855080897	0.716247486092149
1	16573333	16678949	ENSG00000037637	FBXO42	0.987490675060027	0.659577131658647
1	16679069	16724640	ENSG00000055070	C1orf144	0.977480667093406	0.547655208020901
1	16767166	16786573	ENSG00000157191	NECAP2	0.983324089368214	0.610379418495178
1	16787442	16794976	ENSG00000226029	RP4-798A10.2	0.77071580738973	0.557969882561444
1	16793930	16819196	ENSG00000080947	CROCCP3	0.0129010552798774	0.00395215781857261
1	16888817	16940083	ENSG00000219481	NBPF1	0.868841687237162	0.790023810645629
1	16944750	16971178	ENSG00000215908	CROCCP2	0.686481043703259	0.238599110699849
1	16972068	16976914	ENSG00000186301	MST1P2	3.63773914684594e-10	0.59393659495149
1	17222231	17299459	ENSG00000058453	CROCC	0.967973588331664	0.802813257047712
1	17312452	17338423	ENSG00000159363	ATP13A2	0.999999954116624	0.880884601182248
1	17345216	17380665	ENSG00000117118	SDHB	0.996772081361065	0.919501449949997
1	17393255	17445948	ENSG00000117115	PADI2	1	0.687330697885081
1	17733255	17766220	ENSG00000179051	RCC2	0.999347472451035	0.736618474070595
1	17866329	18024369	ENSG00000074964	ARHGEF10L	0.999858859263527	0.687884207277167
1	18434239	18704977	ENSG00000117154	IGSF21	0.99283566328732	0.82962820887772
1	18957499	19075360	ENSG00000009709	PAX7	0.274441120170473	0.287034456406592
1	19197925	19229275	ENSG00000159423	ALDH4A1	0.44676291891259	0.21111849316332
1	19230773	19283180	ENSG00000169991	IFFO2	0.996691534377693	0.811706518113556
1	19400999	19536770	ENSG00000127481	UBR4	0.313579487144275	0.926689296435874
1	19542157	19578046	ENSG00000127463	KIAA0090	0.874989756006403	0.647881892812696
1	19578032	19586622	ENSG00000053372	MRTO4	0.975994218019045	0.946540171728732
1	19609051	19615744	ENSG00000162482	AKR7A3	0.999997644843072	0.999620361309706
1	19630458	19638640	ENSG00000053371	AKR7A2	0.956072089444682	0.893322913822624
1	19638819	19655794	ENSG00000040487	PQLC2	0.784148427956768	0.817982904150107
1	19665266	19812066	ENSG00000077549	CAPZB	0.231143295713097	0.891054676714691
1	19923476	19956314	ENSG00000173436	MINOS1	0.90520970450208	0.475754341047551
1	19967047	19984945	ENSG00000158747	NBL1	0.971174148524385	0.805428286724813
1	20008705	20126438	ENSG00000162542	TMCO4	0.0576615483808947	0.281903260558676
1	20209005	20239438	ENSG00000169914	OTUD3	0.999999698904607	0.251378637993124
1	20354671	20417683	ENSG00000127472	PLA2G5	0.99212045036028	0.430829727031393
1	20512577	20522541	ENSG00000162543	UBXN10	0.895402498355346	0.635783776400291
1	20687071	20757727	ENSG00000236963	RP4-749H3.1	0.999750999704254	0.988541684714813
1	20808883	20812713	ENSG00000162545	CAMK2N1	0.982869973156139	0.99728464483297
1	20825942	20834654	ENSG00000090432	MUL1	0.999905729355699	0.99857807461151
1	20878931	20881512	ENSG00000183114	FAM43B	0.999994456489497	0.999886421364904
1	20915440	20945401	ENSG00000158825	CDA	0.960563277007213	0.280114580685143
1	20959947	20978004	ENSG00000158828	PINK1	0.843535141027805	0.366641129914611
1	20969149	20978686	ENSG00000117242	PINK1-AS	0.933077235875712	0.832155247111977
1	20978269	20988000	ENSG00000244038	DDOST	0.6201244547155	0.343142439524154
1	20990506	21044510	ENSG00000117245	KIF17	0.770013101415523	0.0797839566368641
1	21046224	21059330	ENSG00000189410	SH2D5	0.854274867151587	0.328523243139919
1	21069153	21113816	ENSG00000127483	HP1BP3	0.999970658782094	0.999993674205956
1	21132971	21503377	ENSG00000075151	EIF4G3	0.99604036466998	0.697506671325581
1	21543739	21671997	ENSG00000117298	ECE1	0.999965172016766	0.998814578851726
1	21766620	21811498	ENSG00000142794	NBPF3	0.948995900978037	0.761719565571226
1	21835857	21904905	ENSG00000162551	ALPL	0.999850113841878	0.694161639928799
1	21922707	21995856	ENSG00000076864	RAP1GAP	0.993329779190205	0.986354790250073
1	22004790	22110099	ENSG00000090686	USP48	0.999953089942825	0.896843006131914
1	22148737	22263790	ENSG00000142798	HSPG2	0.174750786000202	0.153025535137079
1	22351680	22357716	ENSG00000218510	LINC00339	0.620439712562799	0.23381770373783
1	22379119	22419437	ENSG00000070831	CDC42	0.999993131667655	0.891132887067528
1	22778343	22857650	ENSG00000184677	ZBTB40	5.99198857625594e-15	0.00954018463675621
1	22890056	22930087	ENSG00000070886	EPHA8	0.976138431873438	0.953046283707897
1	22962998	22966175	ENSG00000173372	C1QA	0.994610830943852	0.171629405143378
1	22970122	22974603	ENSG00000159189	C1QC	0.849679996832197	0.969814925409722
1	22979254	22988031	ENSG00000173369	C1QB	0.999214829151381	0.195615000927326
1	23037331	23241818	ENSG00000133216	EPHB2	0.42786510245716	0.378278235967576
1	23345940	23410182	ENSG00000004487	KDM1A	0.114428871595031	0.597887660460809
1	23410515	23504301	ENSG00000169641	LUZP1	0.580958961358206	0.886734377798973
1	23607801	23613245	ENSG00000261326	RP5-1057J7.6	0.999795944845677	0.446770835409285
1	23630263	23670829	ENSG00000125944	HNRNPR	0.315011528148132	0.38040619974599
1	23685940	23695935	ENSG00000125945	ZNF436	0.857332687140638	0.369056163037615
1	23695489	23698332	ENSG00000249087	C1orf213	0.978893258368737	0.999851186216109
1	23707553	23751233	ENSG00000204219	TCEA3	0.981681785094737	0.987328864406081
1	23750351	23810750	ENSG00000088280	ASAP3	0.999996971674484	0.606628785562721
1	23884408	23886285	ENSG00000117318	ID3	0.696326419662867	0.445535776965826
1	24018268	24022915	ENSG00000142676	RPL11	0.242879036467687	0.242851458887702
1	24069644	24088549	ENSG00000011007	TCEB3	0.324135147768415	0.677097656627318
1	24104894	24114722	ENSG00000057757	PITHD1	0.565566471374906	0.952507414989725
1	24117459	24122029	ENSG00000011009	LYPLA2	0.986052898838096	0.572649180973878
1	24122088	24127271	ENSG00000117308	GALE	0.999698897462288	0.971766319551948
1	24128374	24165110	ENSG00000117305	HMGCL	0.924116753291687	0.514347061968342
1	24171566	24194784	ENSG00000179163	FUCA1	0.863675334857571	0.51196908220898
1	24285598	24289952	ENSG00000189266	PNRC2	0.846975037154332	0.242208671015294
1	24291293	24307417	ENSG00000188529	SRSF10	0.571496217913291	0.220733224666029
1	24480646	24514449	ENSG00000185436	IL28RA	0.999503870120022	0.908385016836925
1	24683488	24743424	ENSG00000001460	C1orf201	0.999746449554015	0.277607860434355
1	24742283	24799466	ENSG00000001461	NIPAL3	0.998432662220392	0.993479760524153
1	24829386	24863506	ENSG00000117602	RCAN3	0.914347093761842	0.991815270282799
1	24958206	24999758	ENSG00000133226	SRRM1	0.999228650245092	0.768383227143933
1	25071847	25170815	ENSG00000169504	CLIC4	0.999422133661354	0.94481830704663
1	25226001	25291612	ENSG00000020633	RUNX3	0.999927760492221	0.440228516542022
1	25549169	25558993	ENSG00000117614	SYF2	0.778548717242007	0.663389167953394
1	25568727	25664704	ENSG00000117616	C1orf63	1	0.97692764370106
1	25598883	25656936	ENSG00000187010	RHD	0.999998548483374	0.0688755524167709
1	25664407	25688852	ENSG00000183726	TMEM50A	0.989803783643382	0.451853555687004
1	25757387	25826700	ENSG00000204178	TMEM57	0.999790688874643	0.734707573778312
1	25870070	25895377	ENSG00000157978	LDLRAP1	0.0102450205890481	0.733084526933893
1	25943958	26112698	ENSG00000117643	MAN1C1	0.948653087775523	0.901361056210182
1	26126666	26144713	ENSG00000162430	SEPN1	0.999867948313368	0.925438647762499
1	26145130	26159432	ENSG00000117640	FAM54B	0.995830497616557	0.788029141984574
1	26158413	26185903	ENSG00000127423	C1orf135	0.986027157565789	0.95545054761434
1	26187700	26197744	ENSG00000182749	PAQR7	0.185727976773331	0.66023322255954
1	26210671	26233482	ENSG00000117632	STMN1	0.498277237614702	0.704566812830762
1	26286257	26324648	ENSG00000158006	PAFAH2	0.661531807055464	0.730688370992788
1	26346374	26362955	ENSG00000158008	EXTL1	0.580611180456654	0.61555380844384
1	26437663	26452034	ENSG00000175087	PDIK1L	0.92771244529398	0.049178599063825
1	26485510	26489119	ENSG00000197245	FAM110D	0.655172575287383	0.620151100720548
1	26503893	26516377	ENSG00000142675	CNKSR1	0.130539898084609	0.448842294938077
1	26536231	26556331	ENSG00000236155	RP11-231P20.2	0.722002709796328	0.630259669237631
1	26560690	26605299	ENSG00000130695	CEP85	0.961400079947792	0.481606293074732
1	26605666	26608007	ENSG00000142669	SH3BGRL3	0.89745617142317	0.829603634818129
1	26607818	26644854	ENSG00000158062	UBXN11	0.777888186686533	0.639992813423995
1	26758772	26797785	ENSG00000117682	DHDDS	1	0.990528085074486
1	26798940	26802463	ENSG00000198830	HMGN2	0.996950721239725	0.998219635358888
1	26856251	26901521	ENSG00000117676	RPS6KA1	0.99998948159994	0.37823427460976
1	27022523	27108595	ENSG00000117713	ARID1A	0.958329695929085	0.223205527229309
1	27153200	27183391	ENSG00000204160	ZDHHC18	0.998569593191581	0.14629779972844
1	27205772	27216788	ENSG00000142751	GPN2	0.999960200432101	0.227546403655139
1	27216978	27226962	ENSG00000198746	GPATCH3	0.991913319349934	0.554020166962148
1	27226728	27273353	ENSG00000090273	NUDC	0.489124998090346	0.425769189518983
1	27320197	27327147	ENSG00000253368	TRNP1	0.994434915247832	0.995927510900821
1	27425305	27493472	ENSG00000090020	SLC9A1	0.826767821329992	0.387945821433596
1	27561006	27635110	ENSG00000142784	WDTC1	0.210452851632381	0.106700986615966
1	27648650	27662891	ENSG00000186501	TMEM222	0.994961295298915	0.936242898865553
1	27668512	27680421	ENSG00000142765	SYTL1	0.856703430743081	0.568726436480381
1	27681669	27693383	ENSG00000142733	MAP3K6	0.659780865020963	0.696270024316847
1	27719147	27722318	ENSG00000181773	GPR3	0.999901296245447	0.962087158657382
1	27730729	27816669	ENSG00000158195	WASF2	0.919646116076734	0.927805075090615
1	27860545	27930942	ENSG00000126705	AHDC1	0.996858273539725	0.770076219058433
1	27938574	27961788	ENSG00000000938	FGR	0.842307435041467	0.424913882696139
1	27992571	27998729	ENSG00000126709	IFI6	0.201531699733224	0.258625819711697
1	28052489	28088475	ENSG00000009780	FAM76A	0.986172853691799	0.613222750288868
1	28099693	28150963	ENSG00000117758	STX12	0.961693350758548	0.48933076668901
1	28157288	28178187	ENSG00000117751	PPP1R8	0.755350221893457	0.578410128574378
1	28199054	28213196	ENSG00000130775	C1orf38	0.159103649393296	0.0235479551068496
1	28218034	28241257	ENSG00000117748	RPA2	0.0649814903263412	0.63234834328536
1	28285972	28294607	ENSG00000158156	XKR8	0.433339809294857	0.530058418149105
1	28296854	28415207	ENSG00000158161	EYA3	0.877263695872527	0.595102898041384
1	28473676	28520447	ENSG00000169403	PTAFR	1	0.537810470528165
1	28527067	28559536	ENSG00000126698	DNAJC8	0.990737118176762	0.961992217589573
1	28586037	28609002	ENSG00000130766	SESN2	0.996541756743478	0.849890187175005
1	28832454	28865708	ENSG00000180198	RCC1	0.994542610577564	0.990399384488856
1	28832491	28837404	ENSG00000242125	SNHG3	0.993628636383877	0.811751375756369
1	28879596	28905051	ENSG00000180098	TRNAU1AP	0.987637919492685	0.856682465749093
1	28905049	28909495	ENSG00000197989	SNHG12	0.962630592704919	0.871836213981597
1	28915834	28969597	ENSG00000120656	TAF12	0.998835695015766	0.204029817534279
1	28995243	29045865	ENSG00000162419	GMEB1	0.980072397816701	0.645427427102051
1	29063132	29096287	ENSG00000198492	YTHDF2	0.981936202272583	0.498743248121118
1	29138653	29190208	ENSG00000116329	OPRD1	0.999865116292807	0.932016339276693
1	29213602	29446553	ENSG00000159023	EPB41	0.996407195801894	0.934127395466928
1	29474254	29508499	ENSG00000116350	SRSF4	0.999866491768718	0.9034841339446
1	29519384	29557454	ENSG00000116353	MECR	1.56008708365048e-59	0.160433970820202
1	29563027	29653325	ENSG00000060656	PTPRU	0.998446342875946	0.998856646872414
1	31205315	31230667	ENSG00000162511	LAPTM5	0.999419087490399	0.726894601724042
1	31342313	31381608	ENSG00000162512	SDC3	0.934372605973928	0.923611457710374
1	31404352	31538838	ENSG00000134644	PUM1	0.996813692477849	0.436699227727301
1	31652591	31712401	ENSG00000084628	NKAIN1	1	0.810331895469047
1	31732416	31769662	ENSG00000060688	SNRNP40	0.474466476357375	0.310671006214056
1	31769841	31837783	ENSG00000121766	ZCCHC17	0.967880612346805	0.152296486746233
1	31838471	31849697	ENSG00000121769	FABP3	0.921632502475377	0.847170068019965
1	32042115	32053288	ENSG00000142910	TINAGL1	0.862123639708627	0.208943976027207
1	32095462	32110497	ENSG00000162517	PEF1	0.999942676337274	0.998741847313579
1	32117847	32169920	ENSG00000084636	COL16A1	1	0.978237818543202
1	32121709	32125539	ENSG00000235790	RP11-73M7.6	0.99988770130793	0.936192123579937
1	32192717	32230494	ENSG00000121753	BAI2	0.997698155918199	0.926832689923502
1	32372021	32410457	ENSG00000184007	PTP4A2	0.987181437987741	0.879526843496431
1	32479429	32526451	ENSG00000121774	KHDRBS1	0.146033469648801	0.797582789873818
1	32537631	32568467	ENSG00000121775	TMEM39B	0.91799363115711	0.950155577938895
1	32573638	32642169	ENSG00000025800	KPNA6	0.995534411933133	0.265675766113106
1	32645286	32663886	ENSG00000084652	TXLNA	0.636350933074448	0.28530014290634
1	32665986	32670988	ENSG00000160050	CCDC28B	0.999688320888527	0.483126869238708
1	32671235	32674288	ENSG00000160051	IQCC	0.931665846208705	0.0752340643394414
1	32674694	32681797	ENSG00000222046	DCDC2B	0.999989325516802	0.981972560951273
1	32680072	32687972	ENSG00000160055	TMEM234	0.997414404528548	0.999967541688143
1	32687528	32697205	ENSG00000084623	EIF3I	0.936598612093248	0.846843367004928
1	32697258	32707221	ENSG00000220785	MTMR9LP	0.970695761089688	0.375820529716948
1	32757686	32799236	ENSG00000116478	HDAC1	0.826809926214629	0.970187344781908
1	32799432	32801980	ENSG00000175130	MARCKSL1	0.0626228837014211	0.189067122351716
1	32826870	32829879	ENSG00000225828	RP4-811H24.6	0.98164766525344	0.908097989559081
