CHROM	GeneStart	GeneEnd	TargetID	GeneName	Pvalue	Pvalue_pi
1	2398897	2436969	ENSG00000149527	PLCH2	0.222354762067908	0.200170002460107
1	2439971	2458039	ENSG00000157881	PANK4	0.975854713700217	0.95103412747156
1	2460183	2461684	ENSG00000197921	HES5	0.748852173253463	0.623001807648364
1	2487077	2497061	ENSG00000157873	TNFRSF14	0.850656273617091	0.954548496037957
1	2517929	2522908	ENSG00000157870	FAM213B	0.868520464506299	0.877198485767477
1	2976178	2985001	ENSG00000177133	RP1-163G9.1	0.931182129620568	0.991280125608001
1	2985731	3355185	ENSG00000142611	PRDM16	0.492912201458248	0.514048066977669
1	3370989	3397677	ENSG00000130762	ARHGEF16	0.668054410432107	0.494356775719757
1	3406483	3528059	ENSG00000162591	MEGF6	0.486584933227187	0.4920101988175
1	3539753	3541307	ENSG00000238260	RP11-46F15.2	0.649705697338448	0.839814391824447
1	3541565	3546691	ENSG00000158109	TPRG1L	0.911923841535672	0.925745205657635
1	3547330	3569325	ENSG00000116213	WRAP73	0.799132332713596	0.71139669130595
1	3652547	3663900	ENSG00000227372	TP73-AS1	0.407314281889549	0.370281987856598
1	3696783	3713068	ENSG00000130764	LRRC47	0.139645652148171	0.164490493412316
1	3728644	3773778	ENSG00000116198	CEP104	0.408751833937494	0.410890782019584
1	3773844	3801993	ENSG00000169598	DFFB	0.720660201177316	0.735161332850688
1	3805688	3816857	ENSG00000198912	C1orf174	0.539881871039713	0.606621828185009
1	4714791	4843850	ENSG00000196581	AJAP1	0.996721430128385	0.95016020570174
1	6051525	6161253	ENSG00000069424	KCNAB2	0.90720849319055	0.870937249366173
1	6161852	6240183	ENSG00000116254	CHD5	0.555754438990395	0.640200854311176
1	6265534	6281359	ENSG00000158286	RNF207	0.487395651781743	0.449168109179523
1	6281251	6296032	ENSG00000116237	ICMT	0.595506015581886	0.595506015581886
1	6324332	6454451	ENSG00000097021	ACOT7	0.253373519877178	0.192696667263645
1	6484847	6521430	ENSG00000187017	ESPN	1	1
1	6521210	6526255	ENSG00000215788	TNFRSF25	0.547584088567049	0.303446332535313
1	6526151	6580121	ENSG00000171680	PLEKHG5	0.626571896131938	1
1	6581406	6614595	ENSG00000162408	NOL9	0.362812346640479	0.346112929317368
1	6640060	6649340	ENSG00000204859	ZBTB48	0.42883593765654	0.349122856318422
1	6650783	6674667	ENSG00000162413	KLHL21	0.677191572221983	0.677191572221983
1	6673744	6684093	ENSG00000116273	PHF13	0.527918284246568	0.521577591414541
1	6684925	6695646	ENSG00000041988	THAP3	0.12923799998931	0.118639087422197
1	6694227	6761984	ENSG00000007923	DNAJC11	0.60250202692965	0.191773863446589
1	6845383	7827916	ENSG00000171735	CAMTA1	0.985925023323482	0.993262896939934
1	7831328	7841492	ENSG00000049245	VAMP3	0.327528247334669	0.329752373013428
1	7844379	7905237	ENSG00000049246	PER3	0.993064043334703	0.97331083735292
1	8014350	8045565	ENSG00000116288	PARK7	0.771019539758066	0.551865982836972
1	8064463	8086368	ENSG00000116285	ERRFI1	0.837416294292281	0.904598456333177
1	8377885	8404227	ENSG00000162426	SLC45A1	0.816701404146036	0.847285396275606
1	8412456	8877702	ENSG00000142599	RERE	0.191213426203252	0.178380984172363
1	8921060	8939308	ENSG00000074800	ENO1	0.901537023981635	0.160889964885362
1	9095165	9148537	ENSG00000142583	SLC2A5	0.269218790187201	0.0867031177961164
1	9160363	9189250	ENSG00000180758	GPR157	0.529921772338441	0.378082226379607
1	9228326	9262678	ENSG00000228526	RP3-510D11.1	0.962229802259709	0.976326929983237
1	9294862	9331396	ENSG00000049239	H6PD	0.944546394364936	0.444898933059992
1	9352938	9429591	ENSG00000171621	SPSB1	0.960416834553372	1
1	9599540	9642831	ENSG00000171612	SLC25A33	0.930386553078143	0.959525027280899
1	9648931	9674935	ENSG00000188807	TMEM201	0.615407428096082	0.615407428096082
1	9711789	9789172	ENSG00000171608	PIK3CD	0.365251696134798	0.353932652515417
1	9789083	9884584	ENSG00000171603	CLSTN1	0.584536109568351	0.460233693980534
1	9908333	9970394	ENSG00000178585	CTNNBIP1	0.718077107187777	0.718077107187777
1	9982170	10003465	ENSG00000162441	LZIC	0.980878179992872	0.980878179992872
1	10003485	10045559	ENSG00000173614	NMNAT1	0.844338169811725	0.574682138382363
1	10092889	10241297	ENSG00000130939	UBE4B	0.444790891642448	0.455870987852277
1	10270763	10441661	ENSG00000054523	KIF1B	0.906582257105486	0.967265758231296
1	10458648	10480233	ENSG00000142657	PGD	0.654112295527283	0.705089806325857
1	10516578	10532583	ENSG00000160049	DFFA	0.650816290703901	0.777137449879666
1	10532344	10690815	ENSG00000142655	PEX14	0.839681354759192	0.694760940463883
1	10696660	10856707	ENSG00000130940	CASZ1	0.90557908748697	0.703004391418318
1	11072413	11085796	ENSG00000120948	TARDBP	0.13998561562991	0.147563955593834
1	11086579	11107290	ENSG00000009724	MASP2	0.657848386441447	0.628440083550163
1	11126674	11159938	ENSG00000171824	EXOSC10	0.151765202446626	0.217924123985693
1	11166591	11322608	ENSG00000198793	MTOR	0.109374139095	0.109785241739185
1	11333262	11356106	ENSG00000120942	UBIAD1	0.248765211515231	0.248765211515231
1	11539222	11597641	ENSG00000204624	PTCHD2	0.167951256256426	0.126172318971986
1	11708423	11715842	ENSG00000116661	FBXO2	0.42742711725697	0.540387644756753
1	11714431	11723384	ENSG00000132879	FBXO44	0.6761000585703	0.510610972614728
1	11724180	11734411	ENSG00000116663	FBXO6	0.879253241645138	0.60137551327656
1	11734537	11751707	ENSG00000116670	MAD2L2	0.67751684307432	0.677516840806968
1	11751785	11785914	ENSG00000162490	C1orf187	0.634715893152495	0.590523178442959
1	11796140	11814859	ENSG00000177674	AGTRAP	0.675796631877788	0.655762388990347
1	11845779	11866977	ENSG00000177000	MTHFR	0.59215046681817	0.783011007123516
1	11866206	11903201	ENSG00000011021	CLCN6	0.996598933214696	0.989585350789012
1	11979647	11986485	ENSG00000116685	KIAA2013	0.715980146449251	0.532991080525187
1	11994261	12035599	ENSG00000083444	PLOD1	0.992031104719536	0.977002215309167
1	12040237	12073571	ENSG00000116688	MFN2	0.226259434519912	0.238471442081478
1	12079522	12092102	ENSG00000116691	MIIP	0.450249018757545	0.289342343331984
1	12227059	12269285	ENSG00000028137	TNFRSF1B	1	1
1	13909959	13944452	ENSG00000162493	PDPN	0.996270314749017	0.777104042674284
1	14026692	14151560	ENSG00000116731	PRDM2	0.963373806937265	1
1	14925199	15444539	ENSG00000189337	KAZN	0.91340262830452	0.820731589549912
1	15479027	15546974	ENSG00000171729	TMEM51	0.231883946356371	0.597503328174942
1	15573767	15726858	ENSG00000142621	FHAD1	0.692385851103489	0.334818349615491
1	15736390	15756839	ENSG00000142634	EFHD2	0.262844625776997	0.237404991282975
1	15792403	15817895	ENSG00000215704	CELA2B	0.782322691746751	1
1	15817326	15853029	ENSG00000132906	CASP9	0.695371133834327	0.798758610186193
1	15853307	15918874	ENSG00000116138	DNAJC16	0.418324325995465	0.419443762174002
1	15898847	15911605	ENSG00000116771	AGMAT	0.408880675798813	0.403784082075803
1	15943994	15995539	ENSG00000197312	DDI2	0.259666579953592	0.314081884147219
1	16010826	16061264	ENSG00000116786	PLEKHM2	0.223057620208598	0.302273027126757
1	16049213	16063391	ENSG00000237938	RP11-288I21.1	0.217042639702105	0.252136244215766
1	16062899	16067891	ENSG00000162461	SLC25A34	0.804205934698573	0.787380519441533
1	16083101	16113089	ENSG00000162458	FBLIM1	0.608304808824241	0.859585321570808
1	16133678	16134194	ENSG00000233954	RP11-169K16.7	0.992713682181603	0.937302701611122
1	16160559	16174642	ENSG00000179743	RP11-169K16.9	0.8786962532815	0.527792597325539
1	16174358	16266955	ENSG00000065526	SPEN	0.720381091496325	0.66786785922184
1	16268363	16302627	ENSG00000116809	ZBTB17	0.986118461000376	0.991905873585418
1	16330730	16335302	ENSG00000183888	C1orf64	0.705973883778379	0.65510828510326
1	16340522	16346089	ENSG00000173641	HSPB7	0.700477150395066	0.701827821265399
1	16384263	16400127	ENSG00000185519	FAM131C	0.998618426063515	0.994147097475063
1	16450831	16482582	ENSG00000142627	EPHA2	0.559713357841581	0.587249531732822
1	16524348	16539140	ENSG00000142632	ARHGEF19	0.799552973146289	0.552805669899423
1	16555169	16563495	ENSG00000132881	RSG1	0.620737577575589	0.795306173426623
1	16573333	16678949	ENSG00000037637	FBXO42	0.516268335301621	0.488547334269296
1	16679069	16724640	ENSG00000055070	C1orf144	0.322809670218754	0.386057767252525
1	16767166	16786573	ENSG00000157191	NECAP2	0.918877530412439	0.899711266290983
1	16787442	16794976	ENSG00000226029	RP4-798A10.2	0.691945942182563	0.46820249640929
1	16793930	16819196	ENSG00000080947	CROCCP3	0.41671897930039	0.411561226656815
1	16888817	16940083	ENSG00000219481	NBPF1	0.853338226993169	0.848400715958482
1	16944750	16971178	ENSG00000215908	CROCCP2	0.756549860334127	0.234120457098062
1	16972068	16976914	ENSG00000186301	MST1P2	0.463933051158723	0.294493260443699
1	17222231	17299459	ENSG00000058453	CROCC	0.214726354484351	0.142800203330586
1	17312452	17338423	ENSG00000159363	ATP13A2	0.909480037876887	0.933789524193599
1	17345216	17380665	ENSG00000117118	SDHB	0.407972375512478	0.239341731445984
1	17393255	17445948	ENSG00000117115	PADI2	0.97399669920115	0.738138896634919
1	17733255	17766220	ENSG00000179051	RCC2	0.264500127391156	0.240472612103369
1	17866329	18024369	ENSG00000074964	ARHGEF10L	0.478309928985414	0.106589659615608
1	18434239	18704977	ENSG00000117154	IGSF21	0.116436933367716	0.0540865441290583
1	18957499	19075360	ENSG00000009709	PAX7	0.245932787474144	0.403958284616482
1	19197925	19229275	ENSG00000159423	ALDH4A1	0.934825286863402	0.993272251098893
1	19230773	19283180	ENSG00000169991	IFFO2	0.309204967066709	0.0296272922879478
1	19400999	19536770	ENSG00000127481	UBR4	0.989687773529198	0.975887698273266
1	19578032	19586622	ENSG00000053372	MRTO4	0.841897637416218	0.947078358742094
1	19592477	19600688	ENSG00000211454	AKR7L	0.804099863993866	0.56399088777517
1	19609051	19615744	ENSG00000162482	AKR7A3	0.636959434432069	0.636959434432069
1	19630458	19638640	ENSG00000053371	AKR7A2	0.585604329568093	0.585604328749893
1	19638819	19655794	ENSG00000040487	PQLC2	0.0680356879144348	0.059157116716258
1	19923476	19956314	ENSG00000173436	MINOS1	0.86924546265881	0.78751089699208
1	19967047	19984945	ENSG00000158747	NBL1	0.702731656317465	0.920080322960034
1	20008705	20126438	ENSG00000162542	TMCO4	0.803654040050139	0.336142605154064
1	20209005	20239438	ENSG00000169914	OTUD3	0.318946796058964	0.18753821147874
1	20354671	20417683	ENSG00000127472	PLA2G5	0.958000608083746	0.940976936217091
1	20512577	20522541	ENSG00000162543	UBXN10	0.354204163951189	0.074065212858937
1	20687071	20757727	ENSG00000236963	RP4-749H3.1	0.996818447524536	0.955643592471369
1	20808883	20812713	ENSG00000162545	CAMK2N1	0.702645141366299	0.702645141366299
1	20825942	20834654	ENSG00000090432	MUL1	0.982385883062039	1
1	20878931	20881512	ENSG00000183114	FAM43B	0.703894783737649	0.663371993976648
1	20915440	20945401	ENSG00000158825	CDA	0.675560292032394	0.279608127291088
1	20959947	20978004	ENSG00000158828	PINK1	0.989726490953577	0.996529851203988
1	20969149	20978686	ENSG00000117242	PINK1-AS	0.953006925572147	0.831155746353212
1	20978269	20988000	ENSG00000244038	DDOST	0.614566485648888	0.421709257532017
1	20990506	21044510	ENSG00000117245	KIF17	0.0777887270056932	0.0803670139132887
1	21046224	21059330	ENSG00000189410	SH2D5	0.555053441284874	0.555053441284874
1	21069153	21113816	ENSG00000127483	HP1BP3	0.79191970948439	0.791919708413346
1	21132971	21503377	ENSG00000075151	EIF4G3	0.797495775631199	0.797495775631199
1	21543739	21671997	ENSG00000117298	ECE1	0.855973762999077	0.680846084047997
1	21766620	21811498	ENSG00000142794	NBPF3	0.58890620060469	0.688706956788909
1	21835857	21904905	ENSG00000162551	ALPL	0.816791432702089	0.462886906090412
1	21922707	21995856	ENSG00000076864	RAP1GAP	0.771090570042214	0.391737041895439
1	22004790	22110099	ENSG00000090686	USP48	0.986664021122755	0.990458756248628
1	22351680	22357716	ENSG00000218510	LINC00339	0.263276664952969	0.226539100993164
1	22379119	22419437	ENSG00000070831	CDC42	0.886200053525143	0.9591034794301
1	22778343	22857650	ENSG00000184677	ZBTB40	0.945065555703777	0.965295843546671
1	22890056	22930087	ENSG00000070886	EPHA8	0.95184701051176	0.77571767246714
1	22962998	22966175	ENSG00000173372	C1QA	0.133131411820076	0.203797061027395
1	22970122	22974603	ENSG00000159189	C1QC	0.176237775686372	0.165470479174616
1	22979254	22988031	ENSG00000173369	C1QB	0.345314654999989	0.257917485473495
1	23037331	23241818	ENSG00000133216	EPHB2	0.978893636471274	0.985680926628251
1	23345940	23410182	ENSG00000004487	KDM1A	0.721380206017321	0.721380208830705
1	23410515	23504301	ENSG00000169641	LUZP1	1	1
1	23607801	23613245	ENSG00000261326	RP5-1057J7.6	0.948293932273533	0.948293932273533
1	23630263	23670829	ENSG00000125944	HNRNPR	0.631345664833787	0.671311762145262
1	23685940	23695935	ENSG00000125945	ZNF436	0.29581312306845	0.29581312306845
1	23695489	23698332	ENSG00000249087	C1orf213	0.665257888595987	0.776015296994443
1	23707553	23751233	ENSG00000204219	TCEA3	0.824824410354596	1
1	23750351	23810750	ENSG00000088280	ASAP3	0.671565792806648	0.60285616723719
1	23884408	23886285	ENSG00000117318	ID3	0.317799312128044	0.234945981913358
1	24018268	24022915	ENSG00000142676	RPL11	0.584804196904177	0.588343268908973
1	24069644	24088549	ENSG00000011007	TCEB3	0.649632923642066	0.584392431251498
1	24104894	24114722	ENSG00000057757	PITHD1	0.940165916636504	0.955043185976301
1	24117459	24122029	ENSG00000011009	LYPLA2	0.926560899433872	0.883442808881243
1	24122088	24127271	ENSG00000117308	GALE	0.890745991582593	0.919047734214536
1	24128374	24165110	ENSG00000117305	HMGCL	0.520295970789317	0.487724786521006
1	24171566	24194784	ENSG00000179163	FUCA1	0.819684258066818	0.570242942892643
1	24285598	24289952	ENSG00000189266	PNRC2	0.999529632398004	0.998140098992221
1	24291293	24307417	ENSG00000188529	SRSF10	0.788452627910031	0.231788389705864
1	24480646	24514449	ENSG00000185436	IL28RA	0.992656103717897	0.816578486116628
1	24742283	24799466	ENSG00000001461	NIPAL3	0.45222567810486	0.45222567810486
1	24958206	24999758	ENSG00000133226	SRRM1	0.660313901364394	0.7865941333881
1	25071847	25170815	ENSG00000169504	CLIC4	0.98545576404701	0.989353168169447
1	25226001	25291612	ENSG00000020633	RUNX3	0.206157156845001	0.21591096611608
1	25549169	25558993	ENSG00000117614	SYF2	0.748498496319189	0.61230886436333
1	25568727	25664704	ENSG00000117616	C1orf63	0.830619701584124	0.830619701584124
1	25598883	25656936	ENSG00000187010	RHD	0.97871071659399	0.626870486365472
1	25664407	25688852	ENSG00000183726	TMEM50A	0.716553888554932	0.749708667861268
1	25757387	25826700	ENSG00000204178	TMEM57	0.98196599095639	0.982279067814698
1	25870070	25895377	ENSG00000157978	LDLRAP1	0.580078862405051	0.446841401556182
1	25943958	26112698	ENSG00000117643	MAN1C1	0.414748691874674	0.414748691874674
1	26126666	26144713	ENSG00000162430	SEPN1	0.578713240723086	0.818905152344948
1	26145130	26159432	ENSG00000117640	FAM54B	0.935093688791827	0.948659130772688
1	26158413	26185903	ENSG00000127423	C1orf135	0.893112955461556	0.823379721768884
1	26187700	26197744	ENSG00000182749	PAQR7	0.898998797936149	0.928085908158272
1	26210671	26233482	ENSG00000117632	STMN1	0.11334602624056	0.140664829877351
1	26286257	26324648	ENSG00000158006	PAFAH2	0.662729806107972	0.650272803070537
1	26346374	26362955	ENSG00000158008	EXTL1	0.977987801479318	0.981706391025061
1	26437663	26452034	ENSG00000175087	PDIK1L	0.277088090923461	0.277088090923461
1	26503893	26516377	ENSG00000142675	CNKSR1	0.157975206802531	0.471047605045773
1	26536231	26556331	ENSG00000236155	RP11-231P20.2	0.614546606584054	0.631302757928801
1	26560690	26605299	ENSG00000130695	CEP85	0.74599200246824	0.746007302026693
1	26605666	26608007	ENSG00000142669	SH3BGRL3	0.688400403043289	0.708766952100057
1	26607818	26644854	ENSG00000158062	UBXN11	0.547496385462762	0.37289927357289
1	26758772	26797785	ENSG00000117682	DHDDS	0.736988899007027	0.815208879635881
1	26798940	26802463	ENSG00000198830	HMGN2	0.110170463161346	0.204580121430036
1	26856251	26901521	ENSG00000117676	RPS6KA1	0.494303461991948	0.598346042778244
1	27022523	27108595	ENSG00000117713	ARID1A	0.550974001592799	0.539766832484048
1	27113962	27124889	ENSG00000060642	PIGV	0.436101192863947	0.387020342355338
1	27153200	27183391	ENSG00000204160	ZDHHC18	0.668952600485224	0.833511569207586
1	27205772	27216788	ENSG00000142751	GPN2	0.174803127300494	0.137709271936605
1	27216978	27226962	ENSG00000198746	GPATCH3	0.666589152564987	0.682158408366245
1	27226728	27273353	ENSG00000090273	NUDC	0.457834646091814	0.423973981715973
1	27320197	27327147	ENSG00000253368	TRNP1	1	0.762537603273459
1	27425305	27493472	ENSG00000090020	SLC9A1	0.214685297315943	0.0959332603875729
1	27561006	27635110	ENSG00000142784	WDTC1	0.106307355514492	0.0896428995915886
1	27648650	27662891	ENSG00000186501	TMEM222	0.773193436890649	0.718034133776183
1	27668512	27680421	ENSG00000142765	SYTL1	0.704078569365413	0.727461580180159
1	27681669	27693383	ENSG00000142733	MAP3K6	1	1
1	27719147	27722318	ENSG00000181773	GPR3	0.191926418940942	0.0191910655332319
1	27730729	27816669	ENSG00000158195	WASF2	0.509473100590457	0.254932614797635
1	27860545	27930942	ENSG00000126705	AHDC1	0.232483313291165	0.232483313291165
1	27992571	27998729	ENSG00000126709	IFI6	0.289421930595479	0.289421930595479
1	28052489	28088475	ENSG00000009780	FAM76A	0.453663078770325	0.445159110493851
1	28099693	28150963	ENSG00000117758	STX12	0.817027141479545	0.953956994677364
1	28157288	28178187	ENSG00000117751	PPP1R8	0.498136969127215	0.503929974004713
1	28199054	28213196	ENSG00000130775	C1orf38	0.645200436603443	0.644439687184419
1	28218034	28241257	ENSG00000117748	RPA2	0.830947235990994	0.882707020229681
1	28285972	28294607	ENSG00000158156	XKR8	0.547141357773978	0.893554282109882
1	28296854	28415207	ENSG00000158161	EYA3	0.585896049849032	0.591421633680129
1	28473676	28520447	ENSG00000169403	PTAFR	0.642486218675162	0.693282246247435
1	28527067	28559536	ENSG00000126698	DNAJC8	0.829930818569131	0.959914677550366
1	28586037	28609002	ENSG00000130766	SESN2	0.540972254514716	0.360744312120167
1	28832454	28865708	ENSG00000180198	RCC1	0.969500869424395	0.97493490050929
1	28832491	28837404	ENSG00000242125	SNHG3	0.711950906692195	0.813217300289114
1	28879596	28905051	ENSG00000180098	TRNAU1AP	0.72793309103517	0.211160671062336
1	28905049	28909495	ENSG00000197989	SNHG12	0.999415479438459	1
1	28915834	28969597	ENSG00000120656	TAF12	0.739949269822642	0.41952837079643
1	28995243	29045865	ENSG00000162419	GMEB1	1	0.872476924384074
1	29063132	29096287	ENSG00000198492	YTHDF2	0.613479475896979	0.56227525204627
1	29138653	29190208	ENSG00000116329	OPRD1	0.517032879796389	0.524489998249735
1	29213602	29446553	ENSG00000159023	EPB41	0.213127921621306	0.253484790808411
1	29474254	29508499	ENSG00000116350	SRSF4	0.95063769933093	0.988046006656025
1	29519384	29557454	ENSG00000116353	MECR	0.715107575111226	0.7594325592683
1	29563027	29653325	ENSG00000060656	PTPRU	0.997904162032333	0.998406988769437
1	31205315	31230667	ENSG00000162511	LAPTM5	0.978360277717796	1
1	31342313	31381608	ENSG00000162512	SDC3	0.750524942215975	0.601565243318597
1	31404352	31538838	ENSG00000134644	PUM1	0.986523345431388	0.998705838503131
1	31652591	31712401	ENSG00000084628	NKAIN1	0.719903154892371	0.727621481710631
1	31732416	31769662	ENSG00000060688	SNRNP40	0.492581556715566	0.71524631878619
1	31769841	31837783	ENSG00000121766	ZCCHC17	0.649178877517684	0.89808171395306
1	31838471	31849697	ENSG00000121769	FABP3	0.533764952245519	0.603236114354634
1	32042115	32053288	ENSG00000142910	TINAGL1	0.499040482647405	0.499040485845165
1	32095462	32110497	ENSG00000162517	PEF1	0.923794653133932	0.643744957810603
1	32117847	32169920	ENSG00000084636	COL16A1	0.903921002779556	0.918000242092494
1	32121709	32125539	ENSG00000235790	RP11-73M7.6	0.875398157707463	0.868093665422623
1	32192717	32230494	ENSG00000121753	BAI2	0.32918543930639	0.402827516346974
1	32372021	32410457	ENSG00000184007	PTP4A2	0.187288424904083	0.187288424904083
1	32479429	32526451	ENSG00000121774	KHDRBS1	0.586696176068643	0.516959854074042
1	32537631	32568467	ENSG00000121775	TMEM39B	0.524925565371794	0.627210126613127
1	32573638	32642169	ENSG00000025800	KPNA6	0.534615741903044	0.620929678415811
1	32645286	32663886	ENSG00000084652	TXLNA	0.862928134277773	0.86292813499277
1	32665986	32670988	ENSG00000160050	CCDC28B	0.921758108396911	0.906995083434575
1	32671235	32674288	ENSG00000160051	IQCC	0.434666540984334	0.453905296859269
1	32674694	32681797	ENSG00000222046	DCDC2B	0.334291181767826	0.26991997357366
1	32680072	32687972	ENSG00000160055	TMEM234	0.921248701200524	0.838655248208973
1	32687528	32697205	ENSG00000084623	EIF3I	0.913048568562905	0.935106495748534
1	32697258	32707221	ENSG00000220785	MTMR9LP	0.856272898130879	0.805262621753486
1	32757686	32799236	ENSG00000116478	HDAC1	0.899267504817119	1
1	32799432	32801980	ENSG00000175130	MARCKSL1	0.938212054036148	0.91555417468795
1	32826870	32829879	ENSG00000225828	RP4-811H24.6	0.982651996442256	0.992054995137319
1	32830703	32860332	ENSG00000160058	BSDC1	0.743605898373057	0.82486649372821
1	33005027	33066591	ENSG00000160062	ZBTB8A	0.987840793179462	0.990145911603194
1	33065772	33116504	ENSG00000176261	ZBTB8OS	0.845549708159072	0.902146258686425
1	33116742	33146258	ENSG00000162521	RBBP4	0.88246206461926	0.934389817549659
1	33145506	33169197	ENSG00000162520	SYNC	0.579182253451055	0.307185640345477
1	33207485	33240571	ENSG00000162522	KIAA1522	0.624917300474248	0.667874096441571
1	33240839	33283754	ENSG00000134684	YARS	0.983492867840267	0.811595935505355
1	33282367	33324476	ENSG00000116497	S100PBP	0.831159101143766	0.880811121158755
1	33327868	33338083	ENSG00000160097	FNDC5	0.983184327064288	0.923024994510376
1	33351594	33364042	ENSG00000121905	HPCA	0.981611490709355	0.958353362567634
1	33360194	33367039	ENSG00000121900	TMEM54	0.929250636727551	0.925388097172789
1	33402045	33430286	ENSG00000116514	RNF19B	0.364489752441591	0.364238432796074
1	33473584	33546597	ENSG00000004455	AK2	0.33328437034795	0.443963585906806
1	33546704	33586131	ENSG00000142920	ADC	0.491581874226261	0.682897773694053
1	33611002	33647671	ENSG00000116525	TRIM62	0.874933864527892	0.774444899288693
1	33722145	33766320	ENSG00000160094	ZNF362	0.978286875298336	0.968770028784574
1	33780295	33791644	ENSG00000225313	RP11-415J8.3	0.740297395530487	0.781278798326765
1	33789223	33896653	ENSG00000134686	PHC2	0.893988933041438	0.864207916705464
1	33938231	33961995	ENSG00000121903	ZSCAN20	0.646193563423296	0.743098889836242
